BusinessDate,StoreID,PLU,Description,ItemType,CategoryLvl2Desc,CategoryLvl3Desc,ReceivedQuantity,SoldQuantity,EndQuantity,LatestOrder,StockedOut,GroupID,MissedSales,Month,Year,Weekday,leftover,Wastage,ZipCode,DriveThru,Address,InventoryEfficiency,InventoryInEfficiency
2019-06-30,18,3000162,Protein Box,Unassigned,Cold Case,Ready to Eat,3.0,3.0,0.0,13,1,3.0,0.99879,6,2019,6,0.0,0.0,91101,NO,PASADENA,1.0,0.3333333333333333
2019-06-30,18,3000181,Mixed Fruit Snack Pot,Unassigned,Cold Case,Ready to Eat,3.0,2.0,1.0,18,0,3.0,0.0,6,2019,6,1.0,0.0,91101,NO,PASADENA,0.6666666666666666,0.0
2019-06-30,18,3000207,Danish - Classic Cheese,Core,Bake Case,Pastries,6.0,6.0,0.0,20,1,3.0,0.070192,6,2019,6,0.0,0.0,91101,NO,PASADENA,1.0,0.16666666666666666
2019-06-30,18,3000209,Croissant - White Cheddar Jalapeno,Core,Bake Case,Pastries,6.0,2.0,0.0,11,0,3.0,0.0,6,2019,6,4.0,4.0,91101,NO,PASADENA,0.3333333333333333,0.0
2019-06-30,18,3000211,Muffin - Blueberry Streusel,Core,Bake Case,Muffins & Scones,8.0,7.0,0.0,21,1,3.0,0.028602,6,2019,6,1.0,1.0,91101,NO,PASADENA,0.875,0.14285714285714285
2019-06-30,18,3000212,Muffin - Double Chocolate,Core,Bake Case,Muffins & Scones,4.0,2.0,0.0,17,0,3.0,0.0,6,2019,6,2.0,2.0,91101,NO,PASADENA,0.5,0.0
2019-06-30,18,3000214,Coffee Cake with Streusel,Core,Bake Case,Cakes & Breads,8.0,4.0,8.0,13,0,3.0,0.0,6,2019,6,4.0,0.0,91101,NO,PASADENA,0.5,0.0
2019-06-30,18,841402,Almond Croissant,Core,Bake Case,Pastries,8.0,8.0,0.0,15,1,3.0,0.620563,6,2019,6,0.0,0.0,91101,NO,PASADENA,1.0,0.125
2019-07-01,18,3000227,Caprese Sandwich,Unassigned,Cold Case,Ready to Eat,5.0,2.0,5.0,18,0,3.0,0.0,7,2019,0,3.0,0.0,91101,NO,PASADENA,0.4,0.0
2019-07-01,18,830620,Honey Raisin Bran Muffin,Core,Bake Case,Muffins & Scones,2.0,2.0,0.0,15,1,3.0,0.441434,7,2019,0,0.0,0.0,91101,NO,PASADENA,1.0,0.5
2019-07-01,18,3000277,Mixed Berries & Granola Yogurt Parfait,Unassigned,Cold Case,Ready to Eat,4.0,2.0,2.0,8,0,3.0,0.0,7,2019,0,2.0,0.0,91101,NO,PASADENA,0.5,0.0
2019-07-01,18,3000278,Breakfast Burrito Egg Beans & Rice,Unassigned,Cold Case,Ready to Eat,2.0,1.0,1.0,8,0,3.0,0.0,7,2019,0,1.0,0.0,91101,NO,PASADENA,0.5,0.0
2019-07-01,18,851004,Jalapeno Cheese Bagel,Core,Bake Case,Bagels,6.0,5.0,0.0,15,1,3.0,0.27109,7,2019,0,1.0,1.0,91101,NO,PASADENA,0.8333333333333334,0.2
2019-07-01,18,820602,Everything Bagel,Core,Bake Case,Bagels,6.0,5.0,0.0,12,1,3.0,0.749616,7,2019,0,1.0,1.0,91101,NO,PASADENA,0.8333333333333334,0.2
2019-07-01,18,810407,Plain Bagel,Core,Bake Case,Bagels,6.0,6.0,0.0,14,1,3.0,0.36831,7,2019,0,0.0,0.0,91101,NO,PASADENA,1.0,0.16666666666666666
2019-07-01,18,820801,Blueberry Scone,Core,Bake Case,Muffins & Scones,6.0,4.0,0.0,15,0,3.0,0.0,7,2019,0,2.0,2.0,91101,NO,PASADENA,0.6666666666666666,0.0
2019-07-01,18,820902,Butter Croissant,Core,Bake Case,Pastries,8.0,5.0,0.0,17,0,3.0,0.0,7,2019,0,3.0,3.0,91101,NO,PASADENA,0.625,0.0
2019-07-01,18,820224,Chocolate Croissant,Core,Bake Case,Pastries,8.0,3.0,0.0,20,0,3.0,0.0,7,2019,0,5.0,5.0,91101,NO,PASADENA,0.375,0.0
2019-07-01,18,810703,Cinnamon Roll,Core,Bake Case,Pastries,6.0,1.0,0.0,9,0,3.0,0.0,7,2019,0,5.0,5.0,91101,NO,PASADENA,0.16666666666666666,0.0
2019-07-01,18,3000210,Cookie - Chocolate Chunk,Core,Bake Case,Cookies & Bars,2.0,2.0,12.0,14,0,3.0,0.0,7,2019,0,0.0,0.0,91101,NO,PASADENA,1.0,0.0
2019-07-01,18,3000166,Tasty Tuna Salad Sandwich,Unassigned,Cold Case,Ready to Eat,3.0,1.0,3.0,21,0,3.0,0.0,7,2019,0,2.0,0.0,91101,NO,PASADENA,0.3333333333333333,0.0
2019-07-01,18,3000096,Smoked Salmon Sandwich,Unassigned,Cold Case,Ready to Eat,3.0,2.0,6.0,18,0,3.0,0.0,7,2019,0,1.0,0.0,91101,NO,PASADENA,0.6666666666666666,0.0
2019-07-01,18,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,Unassigned,Cold Case,Ready to Eat,3.0,4.0,0.0,12,1,3.0,0.611476,7,2019,0,0.0,0.0,91101,NO,PASADENA,1.3333333333333333,0.25
2019-07-01,18,3000162,Protein Box,Unassigned,Cold Case,Ready to Eat,4.0,3.0,1.0,15,0,3.0,0.0,7,2019,0,1.0,0.0,91101,NO,PASADENA,0.75,0.0
2019-07-01,18,3000181,Mixed Fruit Snack Pot,Unassigned,Cold Case,Ready to Eat,2.0,1.0,1.0,19,0,3.0,0.0,7,2019,0,1.0,0.0,91101,NO,PASADENA,0.5,0.0
2019-07-01,18,3000207,Danish - Classic Cheese,Core,Bake Case,Pastries,8.0,4.0,0.0,21,0,3.0,0.0,7,2019,0,4.0,4.0,91101,NO,PASADENA,0.5,0.0
2019-07-01,18,3000209,Croissant - White Cheddar Jalapeno,Core,Bake Case,Pastries,6.0,6.0,0.0,9,1,3.0,1.934296,7,2019,0,0.0,0.0,91101,NO,PASADENA,1.0,0.16666666666666666
2019-07-01,18,3000211,Muffin - Blueberry Streusel,Core,Bake Case,Muffins & Scones,6.0,3.0,0.0,14,0,3.0,0.0,7,2019,0,3.0,3.0,91101,NO,PASADENA,0.5,0.0
2019-07-01,18,3000212,Muffin - Double Chocolate,Core,Bake Case,Muffins & Scones,2.0,1.0,0.0,20,1,3.0,0.077551,7,2019,0,1.0,1.0,91101,NO,PASADENA,0.5,1.0
2019-07-01,18,3000214,Coffee Cake with Streusel,Core,Bake Case,Cakes & Breads,8.0,3.0,8.0,16,0,3.0,0.0,7,2019,0,5.0,0.0,91101,NO,PASADENA,0.375,0.0
2019-07-01,18,3000024,Lemon Loaf,Core,Bake Case,Cakes & Breads,8.0,8.0,0.0,15,1,3.0,1.943085,7,2019,0,0.0,0.0,91101,NO,PASADENA,1.0,0.125
2019-07-01,18,841402,Almond Croissant,Core,Bake Case,Pastries,6.0,5.0,0.0,10,1,3.0,1.929191,7,2019,0,1.0,1.0,91101,NO,PASADENA,0.8333333333333334,0.2
2019-07-02,18,3000227,Caprese Sandwich,Unassigned,Cold Case,Ready to Eat,2.0,4.0,0.0,16,0,3.0,0.0,7,2019,1,0.0,0.0,91101,NO,PASADENA,2.0,0.0
2019-07-02,18,830620,Honey Raisin Bran Muffin,Core,Bake Case,Muffins & Scones,4.0,4.0,0.0,10,1,3.0,1.388052,7,2019,1,0.0,0.0,91101,NO,PASADENA,1.0,0.25
2019-07-02,18,12216,Vive Juice Shot,Unassigned,Cold Case,Ready to Drink,12.0,1.0,11.0,12,0,3.0,0.0,7,2019,1,11.0,0.0,91101,NO,PASADENA,0.08333333333333333,0.0
2019-07-02,18,3000277,Mixed Berries & Granola Yogurt Parfait,Unassigned,Cold Case,Ready to Eat,4.0,2.0,1.0,16,0,3.0,0.0,7,2019,1,2.0,1.0,91101,NO,PASADENA,0.5,0.0
2019-07-02,18,851004,Jalapeno Cheese Bagel,Core,Bake Case,Bagels,6.0,3.0,1.0,9,0,3.0,0.0,7,2019,1,3.0,2.0,91101,NO,PASADENA,0.5,0.0
2019-07-02,18,820602,Everything Bagel,Core,Bake Case,Bagels,6.0,5.0,0.0,9,1,3.0,3.018607,7,2019,1,1.0,1.0,91101,NO,PASADENA,0.8333333333333334,0.2
2019-07-02,18,810407,Plain Bagel,Core,Bake Case,Bagels,9.0,7.0,1.0,10,0,3.0,0.0,7,2019,1,2.0,1.0,91101,NO,PASADENA,0.7777777777777778,0.0
2019-07-02,18,820801,Blueberry Scone,Core,Bake Case,Muffins & Scones,8.0,4.0,0.0,14,0,3.0,0.0,7,2019,1,4.0,4.0,91101,NO,PASADENA,0.5,0.0
2019-07-02,18,820902,Butter Croissant,Core,Bake Case,Pastries,8.0,2.0,1.0,10,0,3.0,0.0,7,2019,1,6.0,5.0,91101,NO,PASADENA,0.25,0.0
2019-07-02,18,820224,Chocolate Croissant,Core,Bake Case,Pastries,8.0,6.0,0.0,18,0,3.0,0.0,7,2019,1,2.0,2.0,91101,NO,PASADENA,0.75,0.0
2019-07-02,18,810703,Cinnamon Roll,Core,Bake Case,Pastries,6.0,2.0,0.0,12,0,3.0,0.0,7,2019,1,4.0,4.0,91101,NO,PASADENA,0.3333333333333333,0.0
2019-07-02,18,3000166,Tasty Tuna Salad Sandwich,Unassigned,Cold Case,Ready to Eat,4.0,2.0,4.0,17,0,3.0,0.0,7,2019,1,2.0,0.0,91101,NO,PASADENA,0.5,0.0
2019-07-02,18,3000096,Smoked Salmon Sandwich,Unassigned,Cold Case,Ready to Eat,2.0,4.0,3.0,17,0,3.0,0.0,7,2019,1,0.0,0.0,91101,NO,PASADENA,2.0,0.0
2019-07-02,18,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,Unassigned,Cold Case,Ready to Eat,2.0,3.0,-2.0,10,1,3.0,1.130393,7,2019,1,0.0,2.0,91101,NO,PASADENA,1.5,0.3333333333333333
2019-07-02,18,3000162,Protein Box,Unassigned,Cold Case,Ready to Eat,5.0,5.0,1.0,15,0,3.0,0.0,7,2019,1,0.0,0.0,91101,NO,PASADENA,1.0,0.0
2019-07-02,18,3000181,Mixed Fruit Snack Pot,Unassigned,Cold Case,Ready to Eat,2.0,1.0,1.0,7,0,3.0,0.0,7,2019,1,1.0,0.0,91101,NO,PASADENA,0.5,0.0
2019-07-02,18,3000207,Danish - Classic Cheese,Core,Bake Case,Pastries,8.0,6.0,0.0,14,0,3.0,0.0,7,2019,1,2.0,2.0,91101,NO,PASADENA,0.75,0.0
2019-07-02,18,3000209,Croissant - White Cheddar Jalapeno,Core,Bake Case,Pastries,6.0,4.0,0.0,13,0,3.0,0.0,7,2019,1,2.0,2.0,91101,NO,PASADENA,0.6666666666666666,0.0
2019-07-02,18,3000211,Muffin - Blueberry Streusel,Core,Bake Case,Muffins & Scones,8.0,5.0,0.0,18,0,3.0,0.0,7,2019,1,3.0,3.0,91101,NO,PASADENA,0.625,0.0
2019-07-02,18,3000214,Coffee Cake with Streusel,Core,Bake Case,Cakes & Breads,8.0,3.0,8.0,11,0,3.0,0.0,7,2019,1,5.0,0.0,91101,NO,PASADENA,0.375,0.0
2019-07-02,18,3000024,Lemon Loaf,Core,Bake Case,Cakes & Breads,8.0,1.0,6.0,10,0,3.0,0.0,7,2019,1,7.0,1.0,91101,NO,PASADENA,0.125,0.0
2019-07-02,18,841402,Almond Croissant,Core,Bake Case,Pastries,8.0,4.0,0.0,14,0,3.0,0.0,7,2019,1,4.0,4.0,91101,NO,PASADENA,0.5,0.0
2019-07-03,18,3000227,Caprese Sandwich,Unassigned,Cold Case,Ready to Eat,2.0,2.0,1.0,20,0,3.0,0.0,7,2019,2,0.0,0.0,91101,NO,PASADENA,1.0,0.0
2019-07-03,18,830620,Honey Raisin Bran Muffin,Core,Bake Case,Muffins & Scones,2.0,1.0,0.0,16,1,3.0,0.329348,7,2019,2,1.0,1.0,91101,NO,PASADENA,0.5,1.0
2019-07-03,18,3000278,Breakfast Burrito Egg Beans & Rice,Unassigned,Cold Case,Ready to Eat,3.0,4.0,3.0,19,0,3.0,0.0,7,2019,2,0.0,0.0,91101,NO,PASADENA,1.3333333333333333,0.0
2019-07-03,18,3000281,Pretzel Egg Mozzarella Sandwich,Unassigned,Cold Case,Ready to Eat,2.0,3.0,0.0,11,1,3.0,0.35487,7,2019,2,0.0,0.0,91101,NO,PASADENA,1.5,0.3333333333333333
2019-07-03,18,851004,Jalapeno Cheese Bagel,Core,Bake Case,Bagels,6.0,2.0,0.0,17,0,3.0,0.0,7,2019,2,4.0,4.0,91101,NO,PASADENA,0.3333333333333333,0.0
2019-07-03,18,820602,Everything Bagel,Core,Bake Case,Bagels,6.0,4.0,0.0,10,0,3.0,0.0,7,2019,2,2.0,2.0,91101,NO,PASADENA,0.6666666666666666,0.0
2019-07-03,18,810407,Plain Bagel,Core,Bake Case,Bagels,9.0,8.0,0.0,14,0,3.0,0.0,7,2019,2,1.0,1.0,91101,NO,PASADENA,0.8888888888888888,0.0
2019-07-03,18,820801,Blueberry Scone,Core,Bake Case,Muffins & Scones,6.0,6.0,0.0,17,1,3.0,0.296765,7,2019,2,0.0,0.0,91101,NO,PASADENA,1.0,0.16666666666666666
2019-07-03,18,820902,Butter Croissant,Core,Bake Case,Pastries,8.0,5.0,0.0,14,0,3.0,0.0,7,2019,2,3.0,3.0,91101,NO,PASADENA,0.625,0.0
2019-07-03,18,820224,Chocolate Croissant,Core,Bake Case,Pastries,8.0,8.0,0.0,14,1,3.0,0.998266,7,2019,2,0.0,0.0,91101,NO,PASADENA,1.0,0.125
2019-07-03,18,810703,Cinnamon Roll,Core,Bake Case,Pastries,6.0,1.0,0.0,11,0,3.0,0.0,7,2019,2,5.0,5.0,91101,NO,PASADENA,0.16666666666666666,0.0
2019-07-03,18,3000166,Tasty Tuna Salad Sandwich,Unassigned,Cold Case,Ready to Eat,3.0,3.0,4.0,17,0,3.0,0.0,7,2019,2,0.0,0.0,91101,NO,PASADENA,1.0,0.0
2019-07-03,18,3000096,Smoked Salmon Sandwich,Unassigned,Cold Case,Ready to Eat,3.0,4.0,2.0,20,0,3.0,0.0,7,2019,2,0.0,0.0,91101,NO,PASADENA,1.3333333333333333,0.0
2019-07-03,18,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,Unassigned,Cold Case,Ready to Eat,2.0,2.0,0.0,12,0,3.0,0.0,7,2019,2,0.0,0.0,91101,NO,PASADENA,1.0,0.0
2019-07-03,18,3000162,Protein Box,Unassigned,Cold Case,Ready to Eat,5.0,6.0,0.0,16,1,3.0,0.375219,7,2019,2,0.0,0.0,91101,NO,PASADENA,1.2,0.16666666666666666
2019-07-03,18,3000181,Mixed Fruit Snack Pot,Unassigned,Cold Case,Ready to Eat,1.0,1.0,1.0,21,0,3.0,0.0,7,2019,2,0.0,0.0,91101,NO,PASADENA,1.0,0.0
2019-07-03,18,3000207,Danish - Classic Cheese,Core,Bake Case,Pastries,8.0,8.0,0.0,21,0,3.0,0.0,7,2019,2,0.0,0.0,91101,NO,PASADENA,1.0,0.0
2019-07-03,18,3000209,Croissant - White Cheddar Jalapeno,Core,Bake Case,Pastries,8.0,6.0,0.0,15,0,3.0,0.0,7,2019,2,2.0,2.0,91101,NO,PASADENA,0.75,0.0
2019-07-03,18,3000211,Muffin - Blueberry Streusel,Core,Bake Case,Muffins & Scones,8.0,1.0,0.0,12,0,3.0,0.0,7,2019,2,7.0,7.0,91101,NO,PASADENA,0.125,0.0
2019-07-03,18,3000212,Muffin - Double Chocolate,Core,Bake Case,Muffins & Scones,2.0,1.0,0.0,12,1,3.0,1.395937,7,2019,2,1.0,1.0,91101,NO,PASADENA,0.5,1.0
2019-07-03,18,3000214,Coffee Cake with Streusel,Core,Bake Case,Cakes & Breads,8.0,3.0,8.0,14,0,3.0,0.0,7,2019,2,5.0,0.0,91101,NO,PASADENA,0.375,0.0
2019-07-03,18,841402,Almond Croissant,Core,Bake Case,Pastries,8.0,5.0,0.0,18,0,3.0,0.0,7,2019,2,3.0,3.0,91101,NO,PASADENA,0.625,0.0
2019-07-04,18,3000227,Caprese Sandwich,Unassigned,Cold Case,Ready to Eat,2.0,2.0,0.0,13,1,3.0,0.834225,7,2019,3,0.0,0.0,91101,NO,PASADENA,1.0,0.5
2019-07-04,18,830620,Honey Raisin Bran Muffin,Core,Bake Case,Muffins & Scones,2.0,2.0,0.0,11,1,3.0,1.066131,7,2019,3,0.0,0.0,91101,NO,PASADENA,1.0,0.5
2019-07-04,18,3000277,Mixed Berries & Granola Yogurt Parfait,Unassigned,Cold Case,Ready to Eat,4.0,3.0,0.0,15,1,3.0,0.267711,7,2019,3,1.0,1.0,91101,NO,PASADENA,0.75,0.3333333333333333
2019-07-04,18,3000278,Breakfast Burrito Egg Beans & Rice,Unassigned,Cold Case,Ready to Eat,2.0,4.0,1.0,19,0,3.0,0.0,7,2019,3,0.0,0.0,91101,NO,PASADENA,2.0,0.0
2019-07-04,18,3000281,Pretzel Egg Mozzarella Sandwich,Unassigned,Cold Case,Ready to Eat,1.0,1.0,0.0,12,1,3.0,0.273264,7,2019,3,0.0,0.0,91101,NO,PASADENA,1.0,1.0
2019-07-04,18,851004,Jalapeno Cheese Bagel,Core,Bake Case,Bagels,15.0,5.0,6.0,15,0,3.0,0.0,7,2019,3,10.0,4.0,91101,NO,PASADENA,0.3333333333333333,0.0
2019-07-04,18,820602,Everything Bagel,Core,Bake Case,Bagels,12.0,5.0,6.0,10,0,3.0,0.0,7,2019,3,7.0,1.0,91101,NO,PASADENA,0.4166666666666667,0.0
2019-07-04,18,810407,Plain Bagel,Core,Bake Case,Bagels,21.0,3.0,6.0,11,0,3.0,0.0,7,2019,3,18.0,12.0,91101,NO,PASADENA,0.14285714285714285,0.0
2019-07-04,18,820801,Blueberry Scone,Core,Bake Case,Muffins & Scones,6.0,6.0,0.0,10,1,3.0,2.060422,7,2019,3,0.0,0.0,91101,NO,PASADENA,1.0,0.16666666666666666
2019-07-04,18,820902,Butter Croissant,Core,Bake Case,Pastries,6.0,7.0,0.0,13,1,3.0,0.982799,7,2019,3,0.0,0.0,91101,NO,PASADENA,1.1666666666666667,0.14285714285714285
2019-07-04,18,820224,Chocolate Croissant,Core,Bake Case,Pastries,6.0,5.0,0.0,15,1,3.0,0.79684,7,2019,3,1.0,1.0,91101,NO,PASADENA,0.8333333333333334,0.2
2019-07-04,18,810703,Cinnamon Roll,Core,Bake Case,Pastries,4.0,4.0,0.0,13,1,3.0,0.973564,7,2019,3,0.0,0.0,91101,NO,PASADENA,1.0,0.25
2019-07-04,18,3000210,Cookie - Chocolate Chunk,Core,Bake Case,Cookies & Bars,2.0,1.0,0.0,13,1,3.0,1.104571,7,2019,3,1.0,1.0,91101,NO,PASADENA,0.5,1.0
2019-07-04,18,3000166,Tasty Tuna Salad Sandwich,Unassigned,Cold Case,Ready to Eat,2.0,4.0,2.0,13,0,3.0,0.0,7,2019,3,0.0,0.0,91101,NO,PASADENA,2.0,0.0
2019-07-04,18,3000096,Smoked Salmon Sandwich,Unassigned,Cold Case,Ready to Eat,1.0,2.0,0.0,7,1,3.0,1.257943,7,2019,3,0.0,0.0,91101,NO,PASADENA,2.0,0.5
2019-07-04,18,3000159,Egg| Spinach & Cheddar Sandwich on Ciabatta,Unassigned,Cold Case,Ready to Eat,2.0,1.0,1.0,9,0,3.0,0.0,7,2019,3,1.0,0.0,91101,NO,PASADENA,0.5,0.0
2019-07-04,18,3000162,Protein Box,Unassigned,Cold Case,Ready to Eat,3.0,3.0,0.0,13,1,3.0,0.99879,7,2019,3,0.0,0.0,91101,NO,PASADENA,1.0,0.3333333333333333
2019-07-04,18,3000207,Danish - Classic Cheese,Core,Bake Case,Pastries,6.0,5.0,0.0,15,1,3.0,0.640232,7,2019,3,1.0,1.0,91101,NO,PASADENA,0.8333333333333334,0.2
